CODICE;CODICEREGIONE;STRUTTURA;TIPO;Comune;Indirizzo
15432;043012-CHT-00008;COUNTRY HOUSE IL MOLINO;Country house;CINGOLI;localita' pian della pieve, 60
19244;043012-CHT-00011;BORGO DELLA SPIGA;Country house;CINGOLI;Località Saltregna, 30
20978;043012-CHT-00012;COUNTRY HOUSE BORGO PRATOLE;Country house;CINGOLI;Via Dante Alighieri, 84
24218;043012-CHT-00013;CASALE I TRE GELSI;Country house;CINGOLI;Località Tavignano, 1
22770;043012-VIT-00001;CENTRO VACANZE VERDE AZZURRO;Villaggi turistici;CINGOLI;localita' San Faustino, 6
15621;043013-AFF-00003;VILLA MARIETTA;Affittacamere;CIVITANOVA MARCHE;via Civitanova, 1
18078;043013-AFF-00005;DOLCI NOTTI DI MAGA CACAO;Affittacamere;CIVITANOVA MARCHE;via Pola, 12
18415;043013-AFF-00006;MAURIZIO MACELLARI;Affittacamere;CIVITANOVA MARCHE;VIA DE PINETO, 1
18968;043013-AFF-00008;DOLCE DORMIRE AFFITTACAMERE;Affittacamere;CIVITANOVA MARCHE;Via Piero Gobetti, 155
19000;043013-AFF-00009;VILLETTA INDIPENDENTE DE MAR;Affittacamere;CIVITANOVA MARCHE;Via C. Colombo, 286
19141;043013-AFF-00010;ROSA BLU;Affittacamere;CIVITANOVA MARCHE;Via Giovanni XXIII, 35
19993;043013-AFF-00012;DOMAR DI BATISTA BRAZ PATRICIA;Affittacamere;CIVITANOVA MARCHE;Via della Carena, 61
20130;043013-AFF-00014;AKWABA;Affittacamere;CIVITANOVA MARCHE;Via Maroncelli, 20/b
20354;043013-AFF-00016;RESIDENZA SUL MARE;Affittacamere;CIVITANOVA MARCHE;Via Sabotino, 10
20359;043013-AFF-00017;NETTUNO;Affittacamere;CIVITANOVA MARCHE;Via Pascoli, 4
20895;043013-AFF-00019;IL SESTANTE DI RAINERI CARLO;Affittacamere;CIVITANOVA MARCHE;Via Vasco de Gama, 164
21156;043013-AFF-00020;CASA NEL BORGO MARINARO;Affittacamere;CIVITANOVA MARCHE;Via Lido, 76
21352;043013-AFF-00021;APPARTAMENTI VICINO AL MARE;Affittacamere;CIVITANOVA MARCHE;Via Piceno, 3
21428;043013-AFF-00022;S. MARIA;Affittacamere;CIVITANOVA MARCHE;Strada provinciale maceratese, 5
21477;043013-AFF-00023;CIVITANOVA SUN SAND SEA;Affittacamere;CIVITANOVA MARCHE;Via Calatafimi, 39
21556;043013-AFF-00024;VILLA MEDITERRANEA;Affittacamere;CIVITANOVA MARCHE;Corso Giuseppe Garibaldi, 242
21774;043013-AFF-00025;LA DIMORA DI VIA TRIESTE DI PERUGINI CRISTIANA;Affittacamere;CIVITANOVA MARCHE;Via Trieste, 64
22263;043013-AFF-00027;Invento;Affittacamere;CIVITANOVA MARCHE;Via Colombo, 72
22773;043013-AFF-00030;ORCHIDEA;Affittacamere;CIVITANOVA MARCHE;Via Torquato Tasso, 7/9/11
22906;043013-AFF-00033;RESIDENZA DEI PINI;Affittacamere;CIVITANOVA MARCHE;Via Caprera, 3
22910;043013-AFF-00034;ECO DEL MARE;Affittacamere;CIVITANOVA MARCHE;Via Friuli, 27
23198;043013-AFF-00036;AFFITTACAMERE VILLA PINI;Affittacamere;CIVITANOVA MARCHE;Via Lazio, 6
23243;043013-AFF-00037;IL CASELLO SUL MARE;Affittacamere;CIVITANOVA MARCHE;Via Cristoforo Colombo, 183
23649;043013-AFF-00038;L'ANTICO SEDIAIO;Affittacamere;CIVITANOVA MARCHE;Via Lazion, 40
24010;043013-AFF-00039;LE NINFEE LUXURY HOUSE;Affittacamere;CIVITANOVA MARCHE;Via Torquato Tasso, 32
24212;043013-AFF-00040;MINNUCCI FABIO;Affittacamere;CIVITANOVA MARCHE;Via Torino, 1
24320;043013-AFF-00041;NATURE COLORS HOUSE;Affittacamere;CIVITANOVA MARCHE;Via Vasco de Gama, 164
24379;043013-AFF-00043;PICCOLA MAESTA';Affittacamere;CIVITANOVA MARCHE;Via Bainsizza, 3-5
24568;043013-AFF-00044;CASA GIA.DA;Affittacamere;CIVITANOVA MARCHE;Via Vittorio Bachelet, 36
24580;043013-AFF-00045;SILVY;Affittacamere;CIVITANOVA MARCHE;Via Villafranca, 23
24730;043013-AFF-00046;AL BORGO MARINARO;Affittacamere;CIVITANOVA MARCHE;Carena, 24
24757;043013-AFF-00047;CIVITANUOVA APPARTAMENTI 2/3;Affittacamere;CIVITANOVA MARCHE;Strada del Casone, 121B
R00002;043013-AFF-00049;AGIO CIVITANOVA;Affittacamere;CIVITANOVA MARCHE;VIA POLA, 80
R00004;043013-AFF-00050;BALAN VALENTINA;Affittacamere;CIVITANOVA MARCHE;Via D'annunzio G., 96
R00010;043013-AFF-00051;CIVITALOFT;Affittacamere;CIVITANOVA MARCHE;Vicolo Venere, 7
R00012;043013-AFF-00052;RESIDENZA CORSO DALMAZIA;Affittacamere;CIVITANOVA MARCHE;Via Dalmazia, 122
R00013;043013-AFF-00053;ORCHIDEA;Affittacamere;CIVITANOVA MARCHE;Via Tasso, 9/11
13443;043013-AGR-00001;AGRITURISMO PARISI;Agriturismi;CIVITANOVA MARCHE;contrada Grazie, 4
15775;043013-AGR-00003;NON TI SCORDAR DI ME;Agriturismi;CIVITANOVA MARCHE;c.da Castelletta, 65
16232;043013-AGR-00004;AGRITURISMO ANTICHI SAPORI;Agriturismi;CIVITANOVA MARCHE;contrada Piane del Chienti, 37
20023;043013-AGR-00007;CANTINE FONTEZOPPA;Agriturismi;CIVITANOVA MARCHE;Contrada S. Domenico, 38
21354;043013-AGR-00008;AGRITURISMO IL CAVALLINO;Agriturismi;CIVITANOVA MARCHE;Contrada Cavallino, 104
22917;043013-AGR-00009;CAPEZZANI MAURIZIO;Agriturismi;CIVITANOVA MARCHE;Contrada Cavallino, snc
11839;043013-ALB-00001;GIRASOLE;Albergo;CIVITANOVA MARCHE;via Cristoforo Colombo, 204
11840;043013-ALB-00002;HOTEL PALACE;Albergo;CIVITANOVA MARCHE;P.zza Rosselli, 6
11844;043013-ALB-00003;HOTEL CHIARALUNA;Albergo;CIVITANOVA MARCHE;via del Grappa, 37
11845;043013-ALB-00004;HOTEL MIRAMARE;Albergo;CIVITANOVA MARCHE;viale Giacomo Matteotti, 1
11850;043013-ALB-00005;AQUAMARINA;Albergo;CIVITANOVA MARCHE;viale Giacomo Matteotti, 47
11961;043013-ALB-00006;BIRILLI;Albergo;CIVITANOVA MARCHE;via Regina Elena, 109 b
11962;043013-ALB-00007;SOLARIUM;Albergo;CIVITANOVA MARCHE;via giosue' carducci, 33
11966;043013-ALB-00008;GABBIANO;Albergo;CIVITANOVA MARCHE;Viale IV Novembre, 256
11967;043013-ALB-00009;VELUS;Albergo;CIVITANOVA MARCHE;viale iv Novembre, 68
15703;043013-ALB-00010;HOTEL COSMOPOLITAN;Albergo;CIVITANOVA MARCHE;via Alcide De Gasperi, 2
20056;043013-ALB-00011;DIMORAE;Albergo;CIVITANOVA MARCHE;Santorre di Santarosa, 29
21093;043013-ALB-00012;HOTEL GHIBLI;Albergo;CIVITANOVA MARCHE;Viale Vittorio Veneto, scn
21425;043013-ALB-00013;ALBERGO MEUBLE';Albergo;CIVITANOVA MARCHE;Contrada S. Michele, 71
18452;043013-APA-00001;IL MARE ACCANTO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;LUNG.NORD IV NOVEMBRE, 284
19564;043013-APA-00002;APPARTAMENTO GIULIANI (A);Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;CIVITANOVA, 1/3
19565;043013-APA-00003;APPARTAMENTO GIULIANI (B);Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;CIVITANOVA, 1/3
19566;043013-APA-00004;APPARTAMENTO GIULIANI (C);Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;VIA CIVITANOVA, 1/3
19609;043013-APA-00006;CIMINI ADELE - VIA PORTA PIA 2;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Porta Pia, 2
19610;043013-APA-00007;FOGLIA LUCILLA - appartamento via Fontanella 61 c;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Fontanella, 61/C
19612;043013-APA-00008;MARE BLU CASA VACANZE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Cap. James Cook, 70/D
19613;043013-APA-00009;MARE BLU CASA VACANZE 2;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Monterotondo, 5
19675;043013-APA-00018;SQUADRONI AVE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Quattro Marine, 38
19696;043013-APA-00019;TOLENTINATI NAZZARENO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Argilofi, 25
19700;043013-APA-00021;FELICI STEFANIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via IV Novembre, 36
19701;043013-APA-00023;CROSICCHIO GIULIANO - VIA IV NOVEMBRE (1);Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via IV Novembre, 34
19699;043013-APA-00025;TIRABASSI MARIA PIA - VIA BUOZZI;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via B. Buozzi, 7
19702;043013-APA-00026;CROSICCHIO GIULIANO - VIA IV NOVEMBRE (2);Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via IV Novembre, 34
19706;043013-APA-00029;PRINCIPI MARY - VIA C. COLOMBO 473;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via C. Colombo, 473
19704;043013-APA-00030;PETRELLI DANIELA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Caracciolo
19710;043013-APA-00031;BERDINI MARIAROSA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Marinai d'Italia, 22
19705;043013-APA-00033;PRINCIPI MARY - VIA C. COLOMBO 475;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via C. Colombo, 475
19712;043013-APA-00038;PAOLUCCI MARTINA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via C. Cagni, 58
19720;043013-APA-00042;CAPINERA FLAMINIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Foce Asola, 10
19721;043013-APA-00043;MARCONI GABRIELLA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via IV Novembre, 192/A
19760;043013-APA-00044;PESCI ILARIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Regina Elena, 19
19805;043013-APA-00048;MANCINI MATTEO - INT. 19;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via IV Novembre, 274/B
19817;043013-APA-00051;GISMONDI LUCIANO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Adua, 14
19838;043013-APA-00054;BELLETTI CINZIA - PIANO TERRA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Corbizi, 7
19839;043013-APA-00056;BELLETTI CINZIA - PIANO PRIMO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Corbizi, 7
19842;043013-APA-00062;DA NONNA ARMIDA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Corso Umberto I, 221
19845;043013-APA-00063;ARCOLEO CATERINA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via IV Novembre, 278
19849;043013-APA-00064;SAND;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via IV Novembre, 78
19850;043013-APA-00066;SAGRIPANTI GIANLUCA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Trieste, 49
19848;043013-APA-00068;CALZETTI FLORIANO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Corso Garibaldi, 212
19853;043013-APA-00069;CIAVATTINI MARUSIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Regina margherita, 40 A
20007;043013-APA-00070;GATTAFONI GIOVINA - via G. di Vittorio 9;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via G. di Vittorio, 9
20025;043013-APA-00071;CERVIONI ANDREA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Querini, 21
20319;043013-APA-00072;LA CASA DI SABRY;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via San Savino, 21
20326;043013-APA-00073;GATTAFONI GIOVINA - Via G. di Vittorio 10;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via G. di Vittorio, 10
20327;043013-APA-00074;GATTAFONI GIOVINA - via D. Alighieri 15;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via D. Alighieri, 5
20480;043013-APA-00078;TRAPASSI ADA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Caracciolo, 4
20553;043013-APA-00080;NONNA ROSA CIVITANOVA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Asola, 20
20679;043013-APA-00081;TOSONI DEBORA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Contrada Maranello, 20
20765;043013-APA-00082;MELAPPIONI DONATELLA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Contrada S. Savino, 8
20916;043013-APA-00084;BLU;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via IV Novembre, 78
20970;043013-APA-00086;FOGLIA LUCILLA - appartamento Via Porta Pia 2;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Porta Pia, 2
21545;043013-APA-00091;CAMERLENGO VINICIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Viale Veneto, 35
21767;043013-APA-00092;RANIERI RANIERO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via IV Novembre, 84
21775;043013-APA-00094;CINQUE VEDUTE SUL MARE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Martiri delle Foibe, 16/O
21777;043013-APA-00095;DE PAOLIS MAURIZIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Corso Umberto I, 106
21854;043013-APA-00098;CESTOLA GABRIELLA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Cap. Cagni, 9
21919;043013-APA-00100;BRANDONISIO LORENZO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Saragat, 35
21920;043013-APA-00101;MINGARELLI MANUELA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via IV Novembre, 274
21935;043013-APA-00102;CELASCHI GIULIANO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Adriano Cecchetti, 43
22012;043013-APA-00103;ANDREOLI EMANUELA APPARTAMENTO VIA CONCHIGLIA 77;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Conchiglia, 77
22036;043013-APA-00104;SAGRETTI NAZZARENA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Venier, 90
22077;043013-APA-00105;PACIOTTI GIORDANO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Mogenigo, 17
22146;043013-APA-00107;GALERI FAUSTA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Toscana, 44
22201;043013-APA-00108;APPARTAMENTO ORIOLI TARCISIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Dalmazia, 166
22242;043013-APA-00109;PAOLUCCI ENZO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Colombo, 429
22248;043013-APA-00112;PARRUCCI ISABELLA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Dante Alighieri, 11
22279;043013-APA-00113;TOMASSINI FRANCA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Maranello, 41
22495;043013-APA-00116;LEGGIERI CLAUDIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Garibaldi, 22
22541;043013-APA-00117;CHIARAMONI LUIGI;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Cesare Battisti Piano 2, 96
22543;043013-APA-00118;BIONDI ARONNE APPARTAMENTO SUB. 4;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Pini, 19
22545;043013-APA-00119;PIZZUTI ROBERTO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Tito Speri, 18
22568;043013-APA-00121;GABRIELLI EMIDIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Vasco da Gama, 160
22743;043013-APA-00122;FRATTARI MICHELE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via F. Baracca, 34
22984;043013-APA-00124;CICCHINE' MARIA TERESA APPARTAMENTO SUB. 14;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Matteotti, 206
23014;043013-APA-00125;CICCHINE' MARIA TERESA APPARTAMENTO SUB. 13;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Matteotti, 206
23089;043013-APA-00126;QUINTAVALLE VITTORIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Venier, 67
23109;043013-APA-00127;CARDARELLI ROSINA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Castelfidardo, 71
23119;043013-APA-00128;D'ADDARIO GAIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Corso Umberto, 20
23151;043013-APA-00129;RITA GIUSEPPE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Garibaldi, 65
23217;043013-APA-00130;GASPARRONI MARCO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Isonzo, 16
23236;043013-APA-00131;ANDREOLI EMANUELA APPARTAMENTO CONTRADA CASTELLETTA 17;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Contrada Castelletta, 17
23324;043013-APA-00132;MOGLIANI PATRICIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Vicolo Sace, 2/A
23363;043013-APA-00133;BROCCOLO ALESSANDRA APPARTAMENTO CONTRADA CASTELLETTA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Contrada Castelletta, 42
23364;043013-APA-00134;BROCCOLO ALESSANDRA APPARTAMENTO VIA BACHELET;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Bachelet, 16
23410;043013-APA-00135;BIONDI ARONNE APPARTAMENTO SUB. 6;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Piceno, 1
23441;043013-APA-00136;MARSILI ROBERTO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Filzi, 5
23660;043013-APA-00138;APPARTAMENTO DIMATTEO LILIANA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Lamarmora Piano Primo, 45
23698;043013-APA-00139;PEPA MARIASOLE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Martiri delle Foibe, 36/B
23707;043013-APA-00140;ZUFFATI GIORDANO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Pigafetta, 46/B
23755;043013-APA-00141;FORMISANO LUISA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Castelletta, 2
23961;043013-APA-00142;MEZZADRI CLAUDIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via F.T. Marinetti, 11/B
24034;043013-APA-00143;GATTAFONI MARCO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Aspromonte, 2
24047;043013-APA-00144;ROSSINI GLORIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Pantelleria primo piano, 15
24052;043013-APA-00145;CANUTI MASSIMO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Friuli, 41
24183;043013-APA-00146;PIERDOMENICO FRANCESCO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Regina Margherita, 114
24283;043013-APA-00147;DIOMEDI CRISTIANO APPARTAMENTO SUB. 2;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Cristoforo Colombo, 462
24284;043013-APA-00148;DIOMEDI CRISTIANO APPARTAMENTO SUB. 1;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Cristoforo Colombo, 462
24293;043013-APA-00149;TARANTO DONATO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Vicolo Sace, 2/b
24294;043013-APA-00150;CECCHINI FRANCESCO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Corso Garibaldi, 265
24406;043013-APA-00151;LATTANZI GIAMAICA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Civitanova Marche, 232
24547;043013-APA-00152;APPARTAMENTO FRANCESCO RIPARI;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Civitanova Piano Terzo, 104
24552;043013-APA-00153;APPARTAMENTO COGNIGNI SIMONA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Vivaldi, 21
24570;043013-APA-00154;APPARTAMENTO GEY CARASSAI;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Carena, 11
24585;043013-APA-00156;APPARTAMENTO MIRELLA PAGLIALUNGA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Corso Umberto I piani secondo e terzo, 100
24603;043013-APA-00158;APPARTAMENTO CORBUCCI ALVISE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Giovanni Gentile, 2
24658;043013-APA-00159;PAGNANINI GIOVANNA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Ruffini, 11
24674;043013-APA-00161;STIZZA ALESSANDRO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Cesare Battisti, 158
24687;043013-APA-00162;APPARTAMENTO LUZI BENEDETTA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Martiri delle Foibe PT, 50/b
24745;043013-APA-00163;CORVARI ALESSIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Viale Vittorio Veneto - piano 2, 142
24749;043013-APA-00166;PELLEGRINI SARA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Nave, 38
24751;043013-APA-00167;ELEUTERI MARIE ALICE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Marchetti Orlando, 52
24753;043013-APA-00169;RUSTICUCCI BENEDETTA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Emilia - piano primo, 13
24758;043013-APA-00170;GRANATO MARIA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via della Nave, 38
24762;043013-APA-00171;BORRACCETTI GIULIANA APPARTAMENTO SUB. 12-13;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Contrada Foce Asola, 144
24768;043013-APA-00172;CORVARI ROBERTA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Viale Vittorio Veneto, snc
24868;043013-APA-00173;APPARTAMENTO CAMPUGIANI LUCA CIVITANOVA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Battisti, 15
24886;043013-APA-00174;Appartamento Maria Girotti;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Cesare Battisti - piano 2, 125
24889;043013-APA-00175;MARSILI MARIO;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Matteo Ricci, 39
24902;043013-APA-00176;Appartamento Paolo Pellegrini;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Duca degli Abruzzi - 2 piano, 12
24905;043013-APA-00177;Appartamento Simone Saraceni;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Vivaldi - piano 1, 18
24948;043013-APA-00178;BORRACCETTI GIULIANA APPARTAMENTO SUB. 14;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Contrada Foce Asola, 144
24957;043013-APA-00179;FILOMENI SABRINA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Garibaldi, 11
24962;043013-APA-00180;TASSETTI RENATA;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via Vittorio Veneto, 242
24963;043013-APA-00181;BALDASSARRI SIMONE;Appartamenti Ammobiliati uso turistico (Art. 32 – T.U.);CIVITANOVA MARCHE;Via C. Colombo, 50
13135;043013-BeB-00001;B&B LA CELESTE;Bed & Breakfast;CIVITANOVA MARCHE;Contrada Celeste, 7
13206;043013-BeB-00003;B&B TIERRA CRISTIANA;Bed & Breakfast;CIVITANOVA MARCHE;contrada asola, 12
13318;043013-BeB-00004;BOMPADRE ANGELO;Bed & Breakfast;CIVITANOVA MARCHE;piane chienti, 67
